OBJECTID,LOCATION_ID,MIDPNT_LAT,MIDPNT_LON,HMGNS_FLOW_ID,HMGNS_LNK_ID,HMGNS_LNK_DESC,FLOW,ALLVEHS_MMW,ALLVEH_CALC,ALLVEHS_AADT,TRUCKS_AADT,TRUCK_CALC,PER_TRUCKS,TWO_WAY_AADT,ALLVEH_AMPEAK,ALLVEH_PMPEAK,GROWTH_RATE,CI,YR,LABEL
362430,2808,-38.0987122936996,145.852123038196,2808,4529,MAIN NEERIM ROAD btwn PRINCES FREEWAY EAST & MAIN NEERIM ROAD,SOUTH BOUND,966,E,1000,61,E,0.07,2000,,,-0.006,0.01,2017,"1,000* (6% 61*) SOUTH BOUND"
362431,3218,-37.7505519429922,144.832187044229,3218,4543,SUNSHINE AVENUE btwn WESTERN RING ROAD & WESTERN RING ROAD,SOUTH EAST BOUND,22000,E,19000,1200,E,0.07,34000,,,-0.004,0.002,2017,"19,000* (6% 1,200*) SOUTH EAST BOUND"
362432,3222,-38.0691664963695,146.17574614352,3222,4556,WILLOW GROVE ROAD btwn WILLOW GROVE ROAD & SETTLEMENT ROAD,SOUTH BOUND,836,E,886,105,E,0.15,1700,,,0.014,0.013000000000000001,2017,886* (12% 105*) SOUTH BOUND
362433,3400,-38.1767367550893,146.264909598291,3400,4147,LLOYD STREET btwn ANZAC STREET & ANZAC STREET,EAST BOUND,5900,E,6200,291,E,0.06,6200,,,0.013000000000000001,0.006,2017,"6,200* (5% 291*) EAST BOUND"
362434,3232,-38.1654076796757,146.36174294685,3232,4578,MOE-GLENGARRY ROAD btwn BROWN COAL MINE ROAD & LA TROBE RIVER ROAD,NORTH EAST BOUND,1800,E,1900,174,E,0.11,3700,,,0.026000000000000002,0.01,2017,"1,900* (9% 174*) NORTH EAST BOUND"
362435,3235,-38.1905310743312,146.505804631069,3235,4585,GREY STREET btwn TYERS ROAD & ARGYLE STREET,EAST BOUND,5500,E,5900,155,E,0.03,12000,,,0.021,0.036000000000000004,2017,"5,900* (3% 155*) EAST BOUND"
362436,3749,-38.1190362986643,146.575849694375,3749,4592,TRARALGON-MAFFRA ROAD btwn MAIN STREET & GLENGARRY NORTH ROAD,NORTH EAST BOUND,1800,E,1900,243,E,0.16,3800,,,0.035,0.008,2017,"1,900* (13% 243*) NORTH EAST BOUND"
362437,3116,-36.6987530687666,144.231005416396,3116,4116,SAILORS GULLY ROAD btwn BENDIGO-PYRAMID ROAD & HIGH STREET,SOUTH EAST BOUND,1400,E,1500,212,E,0.18,3000,,,0.013000000000000001,0.003,2017,"1,500* (14% 212*) SOUTH EAST BOUND"
362438,3319,-36.1295491766414,144.72673018171,3319,4120,WARREN STREET btwn MURRAY VALLEY HIGHWAY & HEYGARTH STREET,EAST BOUND,2900,E,3100,165,E,0.07,6500,,,0.041,0.008,2017,"3,100* (5% 165*) EAST BOUND"
362439,3120,-36.2547835584191,144.948188511076,3120,4129,HENDERSON ROAD btwn FINLAY ROAD & GRAHAM ROAD,SOUTH BOUND,639,E,677,145,E,0.26,1400,,,0.083,0.016,2017,677* (21% 145*) SOUTH BOUND
362440,2372,-36.2990509881191,144.232284598995,2372,3415,PRAIRIE-ROCHESTER ROAD btwn BENDIGO-PYRAMID ROAD & BENDIGO-TENNYSON ROAD,EAST BOUND,92,E,97,29,E,0.36,200,,,0.035,0.01,2017,97* (30% 29*) EAST BOUND
362441,2016,-35.9103215740381,141.996996826873,2016,3423,BIRCHIP-RAINBOW ROAD btwn DIMBOOLA-RAINBOW ROAD & DIMBOOLA-RAINBOW ROAD,EAST BOUND,6,E,6,1,E,0.17,10,,,-0.171,0.117,2017,6* (17% 1*) EAST BOUND
362442,2017,-38.0281160641492,145.321075083727,2017,3432,PRINCES HIGHWAY btwn MONASH FREEWAY & MONASH FREEWAY Offramp,EAST BOUND,15000,E,13000,854,E,0.07,34000,,,0.017,0.004,2017,"13,000* (7% 854*) EAST BOUND"
362443,2809,-37.6965159098296,144.803250315813,2809,4535,SUNSHINE AVENUE btwn CALDER FREEWAY & KEILOR-MELTON ROAD,SOUTH BOUND,3500,E,3200,101,E,0.04,6400,,,0.028,0.009000000000000001,2017,"3,200* (3% 101*) SOUTH BOUND"
362444,3219,-37.7507493468744,144.832301127841,3219,4544,SUNSHINE AVENUE btwn WESTERN RING ROAD & WESTERN RING ROAD Offramp,SOUTH EAST BOUND,22000,E,19000,1200,E,0.07,34000,,,-0.004,0.002,2017,"19,000* (6% 1,200*) SOUTH EAST BOUND"
362445,2813,-38.2023316470346,146.152068169634,2813,4557,WILLOW GROVE ROAD btwn SETTLEMENT ROAD & PRINCES HIGHWAY EAST,SOUTH BOUND,1700,E,1800,187,E,0.13,3400,,,0.003,0.012,2017,"1,800* (10% 187*) SOUTH BOUND"
362446,3227,-38.1768602725226,146.265273724252,3227,4571,NARRACAN DRIVE btwn NARRACAN DRIVE & GEORGE STREET,SOUTH EAST BOUND,7500,E,7900,547,E,0.08,16000,,,-0.004,0.005,2017,"7,900* (7% 547*) SOUTH EAST BOUND"
362447,2817,-38.1608860581431,146.368779229781,2817,4579,BROWN COAL MINE ROAD btwn TANJIL EAST ROAD & THIRD STREET,EAST BOUND,1900,E,2000,208,E,0.13,3900,,,0.025,0.005,2017,"2,000* (10% 208*) EAST BOUND"
362448,3746,-38.200190410042,146.438478132322,3746,4586,TRARALGON WEST ROAD btwn MORWELL-MARYVALE ROAD & GREY STREET,EAST BOUND,1900,E,2000,74,E,0.05,4400,,,0.003,0.005,2017,"2,000* (4% 74*) EAST BOUND"
362449,2820,-38.0658004436517,146.618196327729,2820,4593,MAIN STREET btwn TRARALGON-MAFFRA ROAD & TRARALGON-MAFFRA ROAD,NORTH EAST BOUND,1700,E,1800,111,E,0.08,3700,,,0.031,0.005,2017,"1,800* (6% 111*) NORTH EAST BOUND"
362450,3799,-38.665519100098,146.688493226507,3799,4814,TARRAVILLE ROAD btwn YARRAM-PORT ALBERT ROAD & WHARF ROAD,SOUTH EAST BOUND,451,E,478,31,E,0.08,950,,,-0.011000000000000001,0.014,2017,478* (6% 31*) SOUTH EAST BOUND
362451,3802,-38.6558225165182,146.193770648794,3802,4828,HODDLE ROAD btwn ALLAN COURT & MAIN STREET,EAST BOUND,1000,E,1100,62,E,0.07,2200,,,0.01,0.011000000000000001,2017,"1,100* (6% 62*) EAST BOUND"
362452,2775,-37.8303546847479,144.813658817263,2775,4372,DOHERTYS ROAD btwn PRINCES HIGHWAY WEST Offramp & PRINCES FREEWAY WEST,EAST BOUND,6800,E,6200,868,E,0.16,12000,,,0.003,0.001,2017,"6,200* (14% 868*) EAST BOUND"
362453,3364,-37.8631595937113,144.812025407533,3364,4380,MAIDSTONE STREET btwn CIVIC PARADE & QUEEN STREET,SOUTH BOUND,4900,E,4400,188,E,0.05,9000,,,-0.004,0.002,2017,"4,400* (4% 188*) SOUTH BOUND"
362454,3366,-37.871550004479,144.777556945275,3366,4384,QUEEN STREET btwn CENTRAL AVENUE & MAIDSTONE STREET,EAST BOUND,9300,E,8400,519,E,0.07,16000,,,-0.004,0.001,2017,"8,400* (6% 519*) EAST BOUND"
362455,3702,-37.8102450524175,144.86080937599,3702,4392,SOMERVILLE ROAD btwn PARAMOUNT ROAD & GEELONG ROAD,EAST BOUND,3200,E,2900,766,E,0.31,6900,,,0.009000000000000001,0.01,2017,"2,900* (26% 766*) EAST BOUND"
362456,3704,-36.1512110795149,146.60934162951,3704,4400,BEECHWORTH-CHILTERN ROAD btwn CONNESS STREET & HUME FREEWAY Offramp,SOUTH BOUND,365,E,386,31,E,0.1,780,,,0.047,0.01,2017,386* (8% 31*) SOUTH BOUND
362457,3706,-37.7911839719386,144.889500117221,3706,4407,GORDON STREET btwn BALLARAT ROAD & BARKLY STREET,SOUTH BOUND,7500,E,6700,291,E,0.05,14000,,,0.009000000000000001,0.003,2017,"6,700* (4% 291*) SOUTH BOUND"
362458,2784,-36.276316852004,146.803310351598,2784,4416,WODONGA-YACKANDANDAH ROAD btwn BEECHWORTH-WODONGA ROAD & HIGH STREET,SOUTH EAST BOUND,848,E,898,68,E,0.09,900,,,0.023,0.005,2017,898* (8% 68*) SOUTH EAST BOUND
362459,2786,-36.3594935228668,146.687045977512,2786,4425,ALBERT ROAD btwn FORD STREET & KERFERD ROAD,SOUTH EAST BOUND,2100,E,2200,168,E,0.09,4400,,,0.005,0.004,2017,"2,200* (8% 168*) SOUTH EAST BOUND"
362460,3123,-36.3136650102361,145.132064252904,3123,4138,BYRNESIDE-KYABRAM ROAD btwn LANCASTER-MOOROOPNA ROAD & MIDLAND HIGHWAY,SOUTH BOUND,382,E,404,53,E,0.16,880,,,-0.061000000000000006,0.026000000000000002,2017,404* (13% 53*) SOUTH BOUND
362461,3092,-36.2780418247282,145.222827546851,3092,4146,TATURA-UNDERA ROAD btwn ECHUCA-MOOROOPNA ROAD & LANCASTER-MOOROOPNA ROAD,SOUTH BOUND,258,E,273,38,E,0.17,540,,,0.0,0.003,2017,273* (14% 38*) SOUTH BOUND
362462,2173,-36.4481485665953,144.982059052744,2173,4156,GIRGARRE-RUSHWORTH ROAD btwn MIDLAND HIGHWAY & STANHOPE ROAD,SOUTH BOUND,351,E,372,55,E,0.19,760,,,-0.007,0.008,2017,372* (15% 55*) SOUTH BOUND
362463,3326,-36.4400967719792,145.218704196962,3326,4165,HOGAN STREET btwn RUSHWORTH-TATURA ROAD & ROSS STREET,EAST BOUND,543,E,575,38,E,0.08,1100,,,0.002,0.006,2017,575* (7% 38*) EAST BOUND
362464,3101,-36.8905271578557,145.227251295253,3101,4174,LIVINGSTONE STREET btwn BANK STREET & JONES STREET,SOUTH EAST BOUND,408,E,432,43,E,0.13,890,,,0.10500000000000001,0.015000000000000001,2017,432* (10% 43*) SOUTH EAST BOUND
362465,3330,-37.0214333076989,145.121368670869,3330,4184,EMILY STREET btwn HUME HIGHWAY & TALLAROOK STREET,EAST BOUND,4600,E,4900,417,E,0.11,9700,,,0.016,0.005,2017,"4,900* (9% 417*) EAST BOUND"
362466,2180,-37.2947935676593,144.940170059329,2180,4193,FOOTE STREET btwn BUTLERS ROAD & POWLETT STREET,EAST BOUND,1800,E,1900,263,E,0.17,3800,,,0.012,0.002,2017,"1,900* (14% 263*) EAST BOUND"
362467,3751,-37.9911827869307,146.886215469141,3751,4602,TRARALGON-MAFFRA ROAD btwn JOHNSON STREET & GRAVEL MAFFRA-ROSEDALE ROAD,EAST BOUND,1200,E,1300,224,E,0.22,2600,,,0.006,0.01,2017,"1,300* (17% 224*) EAST BOUND"
362468,3409,-37.8433728532419,147.067977799246,3409,4619,MAFFRA-BRIAGOLONG ROAD btwn AVON STREET & POWERSCOURT STREET,SOUTH WEST BOUND,777,E,823,42,E,0.06,1200,,,0.021,0.009000000000000001,2017,823* (5% 42*) SOUTH WEST BOUND
362469,4055,-37.7297217544181,145.060847174094,4055,5016,WAIORA ROAD btwn RUTHVEN STREET & DOUGHARTY ROAD,SOUTH BOUND,9100,E,8200,505,E,0.07,16000,,,-0.004,0.001,2017,"8,200* (6% 505*) SOUTH BOUND"
362470,2913,-37.766617577229,145.031067282276,2913,5024,LIVINGSTONE STREET btwn DAREBIN ROAD & ORIEL ROAD,EAST BOUND,4200,E,3700,231,E,0.07,7400,,,-0.003,0.001,2017,"3,700* (6% 231*) EAST BOUND"
362471,3878,-37.7580257997557,145.053634083801,3878,5032,UPPER HEIDELBERG ROAD btwn BANKSIA STREET & WATERDALE ROAD,SOUTH WEST BOUND,9800,A,8800,221,E,0.03,16000,1200,557,0.001,0.004,2017,"8,800 (3% 221*) SOUTH WEST BOUND"
362472,2919,-37.7169497974499,144.940875293887,2919,5040,CUMBERLAND ROAD btwn BOUNDARY ROAD & KENT ROAD,SOUTH BOUND,10000,E,9300,577,E,0.07,19000,,,0.01,0.006,2017,"9,300* (6% 577*) SOUTH BOUND"
362473,3885,-38.4597771050545,144.904221512174,3885,5048,BONEO ROAD btwn CAPE SCHANCK ROAD & COOK STREET,EAST BOUND,370,E,333,14,E,0.05,670,,,0.014,0.002,2017,333* (4% 14*) EAST BOUND
362474,4066,-38.4014397071091,144.994690020192,4066,5057,MORNINGTON-FLINDERS ROAD btwn SHANDS ROAD & BONEO ROAD,SOUTH BOUND,630,E,567,41,E,0.08,1100,,,0.02,0.002,2017,567* (7% 41*) SOUTH BOUND
362475,3191,-36.5576176069758,146.969055238944,3191,4435,RUNNING CREEK ROAD btwn HAPPY VALLEY ROAD & KIEWA VALLEY HIGHWAY,EAST BOUND,243,E,257,26,E,0.12,490,,,0.032,0.011000000000000001,2017,257* (10% 26*) EAST BOUND
362476,3196,-36.5608528398918,146.72396760285,3196,4444,STANDISH STREET btwn MYRTLE STREET & BUFFALO RIVER ROAD,SOUTH WEST BOUND,1000,E,1100,91,E,0.11,2200,,,0.079,0.018000000000000002,2017,"1,100* (8% 91*) SOUTH WEST BOUND"
362477,4563,-37.8272891754129,145.02532601659,4563,5771,SWAN STREET btwn POWER STREET & MADDEN GROVE,WEST BOUND,20000,E,18000,366,E,0.02,35000,,,0.047,0.045000000000000005,2017,"18,000* (2% 366*) WEST BOUND"
362478,4566,-37.8131321176541,145.02351400734,4566,5780,BARKERS ROAD btwn CHURCH STREET & DENMARK STREET,EAST BOUND,10000,A,9400,579,E,0.07,20000,598,1000,-0.015000000000000001,0.004,2017,"9,400 (6% 579*) EAST BOUND"
362479,3638,-37.7920506105202,145.029890864827,3638,5791,CHANDLER HIGHWAY btwn EASTERN FREEWAY Offramp & EASTERN FREEWAY Onramp,SOUTH EAST BOUND,17000,E,15000,948,E,0.07,30000,,,-0.005,0.002,2017,"15,000* (6% 948*) SOUTH EAST BOUND"
362480,3642,-37.7782909431548,144.98815888509,3642,5799,ST GEORGES ROAD btwn CLAUSCEN STREET & HOLDEN STREET,SOUTH WEST BOUND,14000,A,13000,780,E,0.07,26000,1200,717,0.003,0.003,2017,"13,000 (6% 780*) SOUTH WEST BOUND"
362481,4785,-37.778293499919,144.970703105445,4785,5810,BRUNSWICK ROAD btwn LYGON STREET & NICHOLSON STREET,EAST BOUND,11000,A,9600,595,E,0.07,18000,519,824,-0.004,0.002,2017,"9,600 (6% 595*) EAST BOUND"
362482,4591,-37.7695939714911,144.882126857325,4591,5819,RALEIGH ROAD btwn CORDITE AVENUE & ROSAMOND ROAD,EAST BOUND,12000,E,11000,353,E,0.04,22000,,,-0.012,0.005,2017,"11,000* (3% 353*) EAST BOUND"
362483,3652,-38.2005045936231,145.488005886516,3652,5828,SYBELLA AVENUE btwn ROSSITER ROAD & WALKER STREET,SOUTH BOUND,3300,E,3000,444,E,0.17,6000,,,0.083,0.016,2017,"3,000* (15% 444*) SOUTH BOUND"
362484,4787,-37.6846623345344,144.915939140123,4787,5838,JOHNSTONE STREET btwn JOHNSTONE STREET & PASCOE VALE ROAD,EAST BOUND,9600,E,8600,313,E,0.04,22000,,,0.0,0.004,2017,"8,600* (4% 313*) EAST BOUND"
362485,3194,-36.2216787487713,147.729383847964,3194,4441,CUDGEWA-TINTALDRA ROAD btwn MURRAY VALLEY HIGHWAY & MAIN ROAD,NORTH EAST BOUND,84,E,89,16,E,0.21,190,,,-0.015000000000000001,0.005,2017,89* (18% 16*) NORTH EAST BOUND
362486,3713,-36.3591962249449,146.315458709287,3713,4450,GRETA ROAD btwn RILEY STREET & CLARKES LANE,SOUTH BOUND,1200,E,1300,78,E,0.08,2500,,,0.01,0.004,2017,"1,300* (6% 78*) SOUTH BOUND"
362487,3201,-37.0529138946784,146.094161960256,3201,4461,MANSFIELD-WHITFIELD ROAD btwn HIGH STREET & DEAD HORSE LANE,NORTH EAST BOUND,583,E,617,47,E,0.09,1200,,,0.02,0.005,2017,617* (8% 47*) NORTH EAST BOUND
362488,2799,-37.7442329948867,144.799941848018,2799,4470,MAIN ROAD btwn ST ALBANS ROAD & ALFRIEDA STREET,EAST BOUND,8200,E,7300,191,E,0.03,14000,,,-0.004,0.002,2017,"7,300* (3% 191*) EAST BOUND"
362489,3724,-37.7771885899913,144.827789008826,3724,4479,ST ALBANS ROAD btwn UNNAMED & ANDERSON ROAD,EAST BOUND,2700,E,2400,150,E,0.07,4800,,,-0.017,0.014,2017,"2,400* (6% 150*) EAST BOUND"
362490,2860,-37.6678779129105,145.06075998433,2860,4782,CHILDS ROAD btwn BETULA AVENUE & PLENTY ROAD,EAST BOUND,8100,A,7300,166,E,0.03,20000,472,544,-0.014,0.008,2017,"7,300 (2% 166*) EAST BOUND"
362491,3274,-37.6862994775716,145.028814435919,3274,4791,DALTON ROAD btwn METROPOLITAN RING ROAD Offramp & METROPOLITAN RING ROAD Offramp,SOUTH BOUND,28000,E,25000,1600,E,0.07,49000,,,0.012,0.003,2017,"25,000* (6% 1,600*) SOUTH BOUND"
362492,3453,-37.8229736940295,144.91117428396,3453,4801,TODD ROAD btwn LORIMER STREET & COOK STREET,SOUTH BOUND,12000,E,10000,1800,E,0.19,19000,,,-0.008,0.003,2017,"10,000* (18% 1,800*) SOUTH BOUND"
362493,3278,-38.0983334321116,147.067901217021,3278,4810,RAGLAN STREET btwn RAGLAN ROAD & YORK STREET,EAST BOUND,1900,E,2000,143,E,0.09,4100,,,-0.006,0.008,2017,"2,000* (7% 143*) EAST BOUND"
362494,3892,-38.3536276185262,145.107467847103,3892,5066,BITTERN-DROMANA ROAD btwn BALNARRING ROAD & STUMPY GULLY ROAD,EAST BOUND,1400,E,1200,70,E,0.06,2400,,,0.015000000000000001,0.003,2017,"1,200* (6% 70*) EAST BOUND"
364495,8529,-37.9530202095294,143.336059487352,8529,1198,HAMILTON HIGHWAY btwn CAMPERDOWN-BALLARAT ROAD & HIGH STREET,WEST BOUND,1000,E,1100,238,E,0.28,2200,,,0.019,0.002,2017,"1,100* (22% 238*) WEST BOUND"
364496,8338,-38.0769064160392,142.79307871248,8338,1190,HAMILTON HIGHWAY btwn WILLIAM STREET & CONNEWARREN LANE,WEST BOUND,400,E,424,96,E,0.28,820,,,0.022000000000000002,0.005,2017,424* (23% 96*) WEST BOUND
364497,8342,-37.7439531629191,142.051173779497,8342,1180,HAMILTON HIGHWAY btwn BALLARAT ROAD & BALLARAT ROAD,NORTH BOUND,1200,E,1300,264,E,0.26,2600,,,0.021,0.003,2017,"1,300* (20% 264*) NORTH BOUND"
364498,8534,-36.2341461046922,146.990249579017,8534,1226,KIEWA VALLEY HIGHWAY btwn WODONGA-YACKANDANDAH ROAD & LINDSAY ROAD,NORTH BOUND,1700,E,1800,223,E,0.15,3600,,,0.019,0.004,2017,"1,800* (12% 223*) NORTH BOUND"
364499,7963,-37.8249359411549,144.848983799374,7963,1287,WEST GATE FREEWAY btwn WEST GATE FREEWAY Offramp & MILLERS ROAD,WEST BOUND,93000,E,84000,10000,E,0.14,164000,,,0.019,0.003,2017,"84,000* (12% 10,000*) WEST BOUND"
364500,7787,-37.9785222309008,145.146949785345,7787,5895,SPRINGVALE ROAD btwn ATHOL ROAD & CLARKE ROAD,NORTH BOUND,13000,E,11000,617,E,0.06,23000,,,-0.009000000000000001,0.003,2017,"11,000* (6% 617*) NORTH BOUND"
364501,7203,-37.9089058947427,145.160528923258,7203,5812,SPRINGVALE ROAD btwn MONASH FREEWAY & MONASH FREEWAY,NORTH BOUND,29000,E,26000,1200,E,0.05,49000,,,-0.004,0.005,2017,"26,000* (5% 1,200*) NORTH BOUND"
364502,6538,-37.7670490212289,144.962126008397,6538,109,VICTORIA STREET btwn SYDNEY ROAD & LYGON STREET,EAST BOUND,1700,E,1500,92,E,0.07,3000,,,-0.006,0.002,2017,"1,500* (6% 92*) EAST BOUND"
364503,7128,-38.1649860558865,145.188586428612,7128,122,WARRANDYTE ROAD btwn NORTH ROAD & ROBINSONS ROAD,SOUTH BOUND,3900,E,3500,132,E,0.04,7000,,,0.011000000000000001,0.002,2017,"3,500* (4% 132*) SOUTH BOUND"
364504,7130,-37.9045588519793,144.655501205088,7130,131,WATTON STREET btwn WERRIBEE STREET & MELTON-WERRIBEE ROAD,NORTH EAST BOUND,4000,E,3600,149,E,0.05,7200,,,0.03,0.005,2017,"3,600* (4% 149*) NORTH EAST BOUND"
364505,6923,-37.7883714513903,144.931461752597,6923,140,WELLINGTON STREET btwn MT ALEXANDER ROAD & RACECOURSE ROAD,SOUTH BOUND,1300,E,1200,39,E,0.04,2400,,,-0.001,0.007,2017,"1,200* (3% 39*) SOUTH BOUND"
364506,7447,-37.7074364355337,144.938239783234,7447,149,WEST STREET btwn HILTON STREET & GLENROY ROAD,SOUTH BOUND,6500,E,5800,236,E,0.05,12000,,,-0.004,0.001,2017,"5,800* (4% 236*) SOUTH BOUND"
364507,6548,-37.7621191957287,144.754263481736,6548,158,WESTWOOD DRIVE btwn WESTERN HIGHWAY & ROBINSONS ROAD,SOUTH BOUND,5800,E,5200,760,E,0.17,10000,,,0.01,0.006,2017,"5,200* (15% 760*) SOUTH BOUND"
364508,6549,-37.8094875825965,144.955393559844,6549,175,WILLIAM STREET btwn PEEL STREET & LATROBE STREET,SOUTH BOUND,8300,E,7400,302,E,0.05,15000,,,-0.004,0.001,2017,"7,400* (4% 302*) SOUTH BOUND"
364509,6552,-37.8028065112405,144.885387525985,6552,184,WILLIAMSTOWN ROAD btwn PRINCES HIGHWAY WEST & GEELONG STREET,SOUTH BOUND,6500,E,5800,236,E,0.05,12000,,,-0.004,0.001,2017,"5,800* (4% 236*) SOUTH BOUND"
364510,6919,-37.7679324709922,145.042833436145,6919,129,WATERDALE ROAD btwn LIVINGSTONE STREET & UPPER HEIDELBERG ROAD,SOUTH BOUND,6200,E,5600,227,E,0.05,11000,,,0.004,0.002,2017,"5,600* (4% 227*) SOUTH BOUND"
364511,7131,-37.8164633145816,144.978988634217,7131,138,WELLINGTON PARADE btwn JOLIMONT ROAD & CLARENDON STREET,EAST BOUND,1500,E,1400,56,E,0.05,2800,,,-0.033,0.015000000000000001,2017,"1,400* (4% 56*) EAST BOUND"
364512,7133,-37.7942153985311,144.988192711466,7133,142,WELLINGTON STREET btwn ALEXANDRA PARADE & JOHNSTON STREET,SOUTH BOUND,6400,E,5700,195,E,0.04,10000,,,-0.004,0.001,2017,"5,700* (3% 195*) SOUTH BOUND"
364513,7448,-37.8621207985253,144.996722463138,7448,151,WESTBURY STREET btwn ALMA ROAD & INKERMAN STREET,SOUTH BOUND,1600,E,1500,49,E,0.04,3000,,,-0.004,0.003,2017,"1,500* (3% 49*) SOUTH BOUND"
364514,7890,-37.9158262996072,145.017688666007,7890,788,NEPEAN HIGHWAY btwn HAWTHORN ROAD & CENTRE ROAD,NORTH WEST BOUND,42000,A,38000,2100,E,0.06,70000,3800,2700,0.003,0.003,2017,"38,000 (5% 2,100*) NORTH WEST BOUND"
364515,8801,-37.8762530532873,144.992238254977,8801,780,BRIGHTON ROAD btwn CHAPEL STREET & GLEN EIRA ROAD,NORTH BOUND,36000,E,33000,1800,E,0.06,65000,,,-0.004,0.003,2017,"33,000* (5% 1,800*) NORTH BOUND"
364516,7894,-36.2459591341399,142.409713803353,7894,828,DONALD ROAD btwn BORUNG HIGHWAY & GOVERNMENT ROAD,WEST BOUND,506,E,536,107,E,0.25,1100,,,-0.015000000000000001,0.008,2017,536* (20% 107*) WEST BOUND
364517,8806,-36.2942954139206,143.017730865611,8806,835,BORUNG HIGHWAY btwn JEFFCOTT STREET & DONALD-SWANHILL ROAD,SOUTH BOUND,355,E,376,77,E,0.25,760,,,0.012,0.009000000000000001,2017,376* (20% 77*) SOUTH BOUND
364518,8809,-37.076399393541,143.469655384781,8809,870,SUNRAYSIA HIGHWAY btwn MOONAMBEL ROAD & HIGH STREET,NORTH WEST BOUND,672,E,712,162,E,0.28,1400,,,0.046,0.006,2017,712* (23% 162*) NORTH WEST BOUND
364519,8813,-36.6101679710982,143.244629015201,8813,863,SUNRAYSIA HIGHWAY btwn RAY COURT & UNNAMED,NORTH WEST BOUND,472,E,500,153,E,0.38,990,,,0.013000000000000001,0.01,2017,500* (31% 153*) NORTH WEST BOUND
364520,8816,-36.0630151090381,142.885742357474,8816,855,SUNRAYSIA HIGHWAY btwn MC GRATH STREET & WARRACKNABEAL-BIRCHIP ROAD,NORTH BOUND,224,E,237,44,E,0.23,420,,,0.0,0.005,2017,237* (19% 44*) NORTH BOUND
364521,8820,-35.4035144972598,142.439547433774,8820,846,CHAMBERLAIN STREET btwn GOUDIE STREET & SUNRAYSIA HIGHWAY,NORTH BOUND,204,E,216,56,E,0.32,450,,,0.022000000000000002,0.002,2017,216* (26% 56*) NORTH BOUND
364522,8305,-38.6250228733911,145.733001695418,8305,952,GOROKE STREET btwn INVERLOCH-LEONGATHA ROAD & INVERLOCH-KONGWAK ROAD,WEST BOUND,2100,E,2200,207,E,0.11,4400,,,0.018000000000000002,0.008,2017,"2,200* (9% 207*) WEST BOUND"
364523,7789,-37.8485604333283,145.170442445153,7789,5724,SPRINGVALE ROAD btwn CANTERBURY ROAD & HAWTHORN ROAD,NORTH BOUND,32000,E,29000,980,E,0.04,51000,,,-0.005,0.009000000000000001,2017,"29,000* (3% 980*) NORTH BOUND"
364524,7791,-37.7889981063245,144.938369719127,7791,8343,RACECOURSE ROAD btwn WESTERN LINK TOLLWAY & WESTERN LINK TOLLWAY Onramp,WEST BOUND,19000,E,17000,920,E,0.06,34000,,,0.001,0.003,2017,"17,000* (5% 920*) WEST BOUND"
364525,7793,-37.7948818332879,144.90431175174,7793,8266,BALLARAT ROAD btwn GEELONG ROAD & MOORE STREET,WEST BOUND,20000,E,18000,612,E,0.04,42000,,,-0.011000000000000001,0.007,2017,"18,000* (3% 612*) WEST BOUND"
364526,8119,-37.8110711825795,144.869688938648,8119,8179,GEELONG ROAD btwn SOMERVILLE ROAD & ROBERTS STREET,WEST BOUND,25000,E,23000,1600,E,0.08,46000,,,0.027,0.008,2017,"23,000* (7% 1,600*) WEST BOUND"
364527,8123,-37.8462582754786,144.782366727987,8123,8016,PRINCES FREEWAY WEST btwn PRINCES HIGHWAY WEST Onramp & PRINCES HIGHWAY WEST Offramp,SOUTH BOUND,87000,E,78000,5800,E,0.09,143000,,,0.02,0.004,2017,"78,000* (7% 5,800*) SOUTH BOUND"
364528,8125,-37.9098880197608,144.687562414872,8125,7885,PRINCES FREEWAY WEST btwn DUNCANS ROAD & PRINCES HIGHWAY WEST Onramp,WEST BOUND,39000,E,35000,3600,E,0.12,70000,,,0.034,0.003,2017,"35,000* (10% 3,600*) WEST BOUND"
364529,7802,-37.9803126631267,144.536834917393,7802,7810,PRINCES FREEWAY WEST btwn POINT WILSON-PRINCES IN RAMP & PRINCES HIGHWAY WEST Onramp,SOUTH WEST BOUND,27000,E,29000,4200,E,0.18,57000,,,0.02,0.003,2017,"29,000* (14% 4,200*) SOUTH WEST BOUND"
364530,7593,-38.1276126150481,144.351879448867,7593,7550,MELBOURNE ROAD btwn CHURCH STREET & BELL PARADE,SOUTH BOUND,23000,E,24000,3700,E,0.19,54000,,,-0.008,0.009000000000000001,2017,"24,000* (16% 3,700*) SOUTH BOUND"
364531,7224,-38.1517256241317,144.351972891571,7224,7469,LATROBE TERRACE btwn NOBLE STREET & LATROBE TERRACE,SOUTH BOUND,20000,A,21000,3300,E,0.19,46000,1400,2200,-0.008,0.016,2017,"21,000 (16% 3,300*) SOUTH BOUND"
364532,8135,-38.2344232016557,144.01351891698,8135,7318,MAHERS ROAD btwn WORLAND STREET & PRINCES HIGHWAY WEST,WEST BOUND,3500,E,3700,736,E,0.24,7600,,,0.015000000000000001,0.002,2017,"3,700* (20% 736*) WEST BOUND"
364533,7817,-38.3397793675569,143.584442126327,7817,7233,MURRAY STREET btwn MCLENNAN STREET & CORANGAMITE STREET,WEST BOUND,6300,E,6700,644,E,0.12,14000,,,-0.003,0.006,2017,"6,700* (10% 644*) WEST BOUND"
